"plenPropId";"plenPropDesc";"propRelacSigla";"propRelacNumero";"propRelacAno";"propRelacId";"propRelacApelido";"propRelacEmenta";"propRelacOrgaoOrigem"
"1440";"DVS Nº 145 - PT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1441";"DVS Nº 6 - PPB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1442";"DVS Nº 145 - PT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1459";"DVS Nº 145 - PT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1460";"DVS Nº 145 - PT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1465";"EMENDA AGLUTINATIVA Nº 4";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1466";"DESTAQUE Nº 45-A";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1471";"DVS Nº 48 - PPB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1472";"DVS Nº 56 - PSB/PcdoB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1475";"DVS Nº 66 - PFL";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1476";"DVS Nº 156 - PSDB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1477";"EMENDA AGLUTINATIVA Nº 51";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1478";"DVS Nº 161 - PSDB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1479";"DVS Nº 73 - PMDB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1480";"EMENDA AGLUTINATIVA Nº 23";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1481";"DVS Nº 49 - PFL";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1482";"DVS Nº 66 - PFL";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1486";"DVS Nº 29 - PFL";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1487";"EMENDA AGLUTINATIVA Nº 17";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1490";"DESTAQUE Nº 138";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1491";"EMENDA AGLUTINATIVA Nº 20";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1492";"DESTAQUE Nº 69";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1493";"EMENDA AGLUTINATIVA Nº 53";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1494";"DVS Nº 134  -  PMDB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1495";"EMENDA AGLUTINATIVA Nº 31";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1497";"DVS Nº 153 - PTB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1498";"EMENDA AGLUTINATIVA Nº 44";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1499";"EMENDA AGLUTINATIVA Nº 40";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1500";"EMENDA AGLUTINATIVA Nº 52";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1502";"EMENDA AGLUTINATIVA Nº 11";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1503";"DESTAQUE Nº 25";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1506";"EMENDA AGLUTINATIVA Nº 28";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1508";"EMENDA AGLUTINATIVA Nº 30";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1509";"DVS Nº 142 - PFL";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1557";"SEGUNDO TURNO";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1558";"DVS Nº 1 - PL/PSL";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1559";"DVS Nº 2 - PT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1560";"DVS Nº 11- PTB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1562";"DVS Nº 4 - PMDB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1563";"DVS Nº 13 - PMDB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1564";"REQUERIMENTO DE PREFERÊNCIA DOS DESTAQUES: Nºs 6-A,,6,  7, 9 e 12";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1566";"DVS Nº 6A - PSDB/PTB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1567";"DVS Nº 6 - PPB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1568";"DVS Nº 7 - PPB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1569";"DVS Nº 9 - PSB/PCdoB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1570";"DVS Nº 12 - PMDB";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1571";"DVS Nº 5 - PT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1573";"DVS Nº 8-A - PDT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"1574";"DVS Nº 10 - PT";"PEC ";"96";"1992";"14373";"PEC 96/1992";"Introduz modificações na estrutura do Poder Judiciário. NOVA EMENTA DA EMENDA CONSTITUCIONAL Nº 45: Altera dispositivos dos artigos 5º, 36, 52, 92, 93, 95, 98, 99, 102, 103, 104, 105, 107, 109, 111, 112, 114, 115, 125, 126, 127, 128, 129, 134 e 168 da Constituição Federal, e acrescenta os artigos 103-A, 103-B, 111-A e 130-A, e dá outras providências.  ";"180"
"100000335";"SUBSTITUTIVO";"PEC ";"41";"1991";"24965";"PEC 41/1991";"Dá nova redação ao parágrafo 4º do artigo 18 da Constituição Federal";"180"
"100000336";"PROPOSTA INICIAL";"PEC ";"41";"1991";"24965";"PEC 41/1991";"Dá nova redação ao parágrafo 4º do artigo 18 da Constituição Federal";"180"
"100000337";"2 TURNO.";"PEC ";"41";"1991";"24965";"PEC 41/1991";"Dá nova redação ao parágrafo 4º do artigo 18 da Constituição Federal";"180"
"100000610";"SUBSTITUTIVO DA COMISSAO ESPECIAL";"PEC ";"45";"1991";"169313";"PEC 45/1991";"DA NOVA REDAÇÃO AO ARTIGO 16 DA CONSTITUIÇÃO FEDERAL.";"180"
"100000622";"";"PEC ";"45";"1991";"169313";"PEC 45/1991";"DA NOVA REDAÇÃO AO ARTIGO 16 DA CONSTITUIÇÃO FEDERAL.";"180"
"100000625";"SEGUNDO TURNO";"PEC ";"45";"1991";"169313";"PEC 45/1991";"DA NOVA REDAÇÃO AO ARTIGO 16 DA CONSTITUIÇÃO FEDERAL.";"180"
"100000299";"SUBSTITUTIVO.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000300";"DVS ART. 2 - SUBSTITUTIVO.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000301";"DESTAQUE 126 - RXPRESSAO.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000302";" DVS 134.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000303";"DESTAQUE 30 - ART. 153.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000304";"DEST. 107 - ART. 195.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000305";"DEST. 91 - ART. 192.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000306";"DEST. 5 - ART. 92 , VIII.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000307";"DESTAQUE 169 - ARTIGO 9.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000308";"DESTAQUE 87 - ARTIGO 173 - PARAG. 2 E INCISOS.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000311";"REQUERIMENTO DE PREFERENCIA";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
"100000314";" DVS - EXPRESSAO - ARTIGO 50.";"PEC ";"48";"1991";"169319";"PEC 48/1991";"ALTERA DISPOSITIVOS DA CONSTITUIÇÃO FEDERAL.";"180"
